complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
1611,"water","supply","Irregular water supply schedule in RT Nagar","Irregular water supply schedule in RT Nagar. Request for timely supply.","RT Nagar Ward 161",188,12.9117,77.7150,"medium","escalated",2024-08-18,,
1612,"roads","flooding","Waterlogging issue in Indiranagar during monsoon","Waterlogging issue in Indiranagar during monsoon.","Indiranagar Ward 155",6,13.0221,77.6356,"medium","resolved",2024-05-19,2024-05-23,96
1613,"water","quality","Low water pressure in Hebbal during morning hours","Low water pressure in Hebbal during morning hours. Difficulty filling tanks.","Hebbal Ward 107",31,12.9620,77.6046,"medium","pending",2024-09-02,,
1614,"electricity","outage","Power cuts 3 times daily in Vijayanagar","Power cuts 3 times daily in Vijayanagar. Work disruption.","Vijayanagar Ward 122",111,12.9642,77.4676,"medium","pending",2024-03-17,,
1615,"water","quality","Irregular water supply schedule in Vijayanagar","Irregular water supply schedule in Vijayanagar. Request for timely supply.","Vijayanagar Ward 8",65,12.9593,77.7039,"medium","resolved",2024-04-09,2024-04-13,91
1616,"electricity","transformer","Electric pole damaged near market area","Electric pole damaged near market area. Needs repair.","Basavanagudi Ward 139",2,13.1041,77.6326,"medium","resolved",2024-01-10,2024-01-13,54
1617,"electricity","transformer","Street lights not working in Yelahanka for 7 days","Street lights not working in Yelahanka for 7 days. Safety concern.","Yelahanka Ward 142",186,12.9373,77.5171,"medium","escalated",2024-07-07,,
1618,"electricity","transformer","Voltage fluctuations damaging electronics in Hebbal","Voltage fluctuations damaging electronics in Hebbal.","Hebbal Ward 148",102,13.0099,77.5464,"medium","escalated",2024-01-06,,
1619,"roads","pothole","Road marking faded on Sarjapur Road causing confusion","Road marking faded on Sarjapur Road causing confusion.","Sarjapur Road Ward 66",147,12.9544,77.7145,"medium","resolved",2024-01-23,2024-01-24,10
1620,"electricity","streetlight","Power cuts 4 times daily in Indiranagar","Power cuts 4 times daily in Indiranagar. Work disruption.","Indiranagar Ward 162",72,12.8954,77.5571,"medium","resolved",2024-04-04,2024-04-07,55
1621,"electricity","streetlight","Power cuts 1 times daily in Malleshwaram","Power cuts 1 times daily in Malleshwaram. Work disruption.","Malleshwaram Ward 176",189,12.9612,77.6161,"medium","pending",2024-05-10,,
1622,"roads","maintenance","Waterlogging issue in Jayanagar during monsoon","Waterlogging issue in Jayanagar during monsoon.","Jayanagar Ward 95",171,12.9926,77.5791,"medium","resolved",2024-10-18,2024-10-22,91
1623,"water","supply","Water meter malfunction in Rajajinagar","Water meter malfunction in Rajajinagar. Billing discrepancy issues.","Rajajinagar Ward 92",57,13.0650,77.6467,"medium","escalated",2024-09-02,,
1624,"electricity","billing","Voltage fluctuations damaging electronics in HSR Layout","Voltage fluctuations damaging electronics in HSR Layout.","HSR Layout Ward 190",85,13.0388,77.5112,"medium","resolved",2024-04-20,2024-04-25,116
1625,"roads","pothole","Waterlogging issue in Yelahanka during monsoon","Waterlogging issue in Yelahanka during monsoon.","Yelahanka Ward 86",175,12.8807,77.5024,"medium","in-progress",2024-12-21,,
1626,"roads","flooding","Multiple potholes on Rajajinagar road","Multiple potholes on Rajajinagar road. Vehicle damage risk.","Rajajinagar Ward 165",27,13.0046,77.6432,"medium","resolved",2024-03-09,2024-03-14,108
1627,"electricity","transformer","Electric pole damaged near park entrance","Electric pole damaged near park entrance. Needs repair.","JP Nagar Ward 99",128,12.9905,77.5074,"medium","pending",2024-05-18,,
1628,"water","supply","Low water pressure in RT Nagar during morning hours","Low water pressure in RT Nagar during morning hours. Difficulty filling tanks.","RT Nagar Ward 195",164,13.1148,77.6255,"medium","resolved",2024-02-06,2024-02-07,20
1629,"electricity","outage","Electric pole damaged near temple","Electric pole damaged near temple. Needs repair.","Hebbal Ward 108",75,13.0902,77.5806,"medium","escalated",2024-08-05,,
1630,"electricity","streetlight","Street lights not working in RT Nagar for 2 days","Street lights not working in RT Nagar for 2 days. Safety concern.","RT Nagar Ward 113",153,13.0385,77.4748,"medium","escalated",2024-04-06,,
1631,"roads","repair","Road marking faded on HSR Layout causing confusion","Road marking faded on HSR Layout causing confusion.","HSR Layout Ward 119",34,12.9858,77.4911,"medium","pending",2024-12-12,,
1632,"water","pressure","Low water pressure in Basavanagudi during morning hours","Low water pressure in Basavanagudi during morning hours. Difficulty filling tanks.","Basavanagudi Ward 84",200,13.0890,77.4991,"medium","pending",2024-10-07,,
1633,"roads","flooding","Road surface damaged in Banashankari","Road surface damaged in Banashankari. Needs resurfacing.","Banashankari Ward 109",198,13.1058,77.5645,"medium","in-progress",2024-03-27,,
1634,"water","quality","Irregular water supply schedule in Rajajinagar","Irregular water supply schedule in Rajajinagar. Request for timely supply.","Rajajinagar Ward 167",56,13.0554,77.7224,"medium","in-progress",2024-03-06,,
1635,"roads","pothole","Road surface damaged in Koramangala","Road surface damaged in Koramangala. Needs resurfacing.","Koramangala Ward 108",161,13.0766,77.6386,"medium","in-progress",2024-10-11,,
1636,"water","quality","Pipeline leakage near metro station wasting water for past 7 days","Pipeline leakage near metro station wasting water for past 7 days.","JP Nagar Ward 9",79,12.9748,77.5356,"medium","resolved",2024-05-04,2024-05-05,21
1637,"electricity","streetlight","Street lights not working in Malleshwaram for 7 days","Street lights not working in Malleshwaram for 7 days. Safety concern.","Malleshwaram Ward 150",177,12.9558,77.6776,"medium","in-progress",2024-04-24,,
1638,"electricity","outage","Street lights not working in Kammanahalli for 3 days","Street lights not working in Kammanahalli for 3 days. Safety concern.","Kammanahalli Ward 63",109,13.0761,77.5931,"medium","escalated",2024-10-01,,
1639,"electricity","billing","Voltage fluctuations damaging electronics in Vijayanagar","Voltage fluctuations damaging electronics in Vijayanagar.","Vijayanagar Ward 44",191,13.0726,77.7234,"medium","escalated",2024-12-01,,
1640,"roads","pothole","Waterlogging issue in CV Raman Nagar during monsoon","Waterlogging issue in CV Raman Nagar during monsoon.","CV Raman Nagar Ward 126",158,12.9945,77.7427,"medium","resolved",2024-03-04,2024-03-08,91
1641,"roads","flooding","Multiple potholes on CV Raman Nagar road","Multiple potholes on CV Raman Nagar road. Vehicle damage risk.","CV Raman Nagar Ward 25",149,12.9409,77.6733,"medium","pending",2024-09-04,,
1642,"water","leakage","Water meter malfunction in Yelahanka","Water meter malfunction in Yelahanka. Billing discrepancy issues.","Yelahanka Ward 78",33,12.9721,77.4900,"medium","resolved",2024-06-23,2024-06-23,2
1643,"water","leakage","Water meter malfunction in BTM Layout","Water meter malfunction in BTM Layout. Billing discrepancy issues.","BTM Layout Ward 88",40,12.8621,77.5370,"medium","in-progress",2024-12-02,,
1644,"electricity","transformer","Power cuts 9 times daily in Malleshwaram","Power cuts 9 times daily in Malleshwaram. Work disruption.","Malleshwaram Ward 93",173,12.8362,77.5857,"medium","escalated",2024-08-22,,
1645,"roads","pothole","Waterlogging issue in Malleshwaram during monsoon","Waterlogging issue in Malleshwaram during monsoon.","Malleshwaram Ward 139",81,13.0903,77.6696,"medium","in-progress",2024-08-20,,
1646,"electricity","streetlight","Power cuts 9 times daily in CV Raman Nagar","Power cuts 9 times daily in CV Raman Nagar. Work disruption.","CV Raman Nagar Ward 8",193,12.9655,77.4747,"medium","pending",2024-05-24,,
1647,"water","quality","Water meter malfunction in BTM Layout","Water meter malfunction in BTM Layout. Billing discrepancy issues.","BTM Layout Ward 160",110,12.8328,77.4883,"medium","resolved",2024-02-07,2024-02-07,5
1648,"water","quality","Water meter malfunction in RT Nagar","Water meter malfunction in RT Nagar. Billing discrepancy issues.","RT Nagar Ward 27",18,13.0786,77.5268,"medium","escalated",2024-06-15,,
1649,"roads","maintenance","Multiple potholes on RT Nagar road","Multiple potholes on RT Nagar road. Vehicle damage risk.","RT Nagar Ward 81",21,12.9613,77.5959,"medium","escalated",2024-03-02,,
1650,"roads","flooding","Road marking faded on Basavanagudi causing confusion","Road marking faded on Basavanagudi causing confusion.","Basavanagudi Ward 114",158,13.0345,77.6112,"medium","pending",2024-08-23,,
1651,"water","pressure","Low water pressure in Jayanagar during morning hours","Low water pressure in Jayanagar during morning hours. Difficulty filling tanks.","Jayanagar Ward 141",197,12.8867,77.7021,"medium","resolved",2024-01-12,2024-01-15,56
1652,"roads","maintenance","Road marking faded on Indiranagar causing confusion","Road marking faded on Indiranagar causing confusion.","Indiranagar Ward 154",93,13.1160,77.5471,"medium","in-progress",2024-04-04,,
1653,"electricity","billing","Street lights not working in Banashankari for 5 days","Street lights not working in Banashankari for 5 days. Safety concern.","Banashankari Ward 198",104,13.0431,77.5598,"medium","resolved",2024-04-15,2024-04-20,115
1654,"roads","flooding","Waterlogging issue in Vijayanagar during monsoon","Waterlogging issue in Vijayanagar during monsoon.","Vijayanagar Ward 130",20,13.0927,77.6009,"medium","pending",2024-12-05,,
1655,"electricity","billing","Electric pole damaged near residential complex","Electric pole damaged near residential complex. Needs repair.","Koramangala Ward 91",78,12.8853,77.6102,"medium","pending",2024-08-31,,
1656,"electricity","billing","Street lights not working in JP Nagar for 1 days","Street lights not working in JP Nagar for 1 days. Safety concern.","JP Nagar Ward 125",200,12.9056,77.6610,"medium","in-progress",2024-07-14,,
1657,"roads","repair","Waterlogging issue in Sarjapur Road during monsoon","Waterlogging issue in Sarjapur Road during monsoon.","Sarjapur Road Ward 129",190,12.8926,77.7307,"medium","pending",2024-07-31,,
1658,"roads","repair","Waterlogging issue in Koramangala during monsoon","Waterlogging issue in Koramangala during monsoon.","Koramangala Ward 63",43,13.0436,77.6325,"medium","pending",2024-05-31,,
1659,"roads","repair","Road marking faded on CV Raman Nagar causing confusion","Road marking faded on CV Raman Nagar causing confusion.","CV Raman Nagar Ward 190",24,13.0107,77.5765,"medium","resolved",2024-10-25,2024-10-27,31
1660,"electricity","outage","Voltage fluctuations damaging electronics in Koramangala","Voltage fluctuations damaging electronics in Koramangala.","Koramangala Ward 87",106,12.8813,77.7083,"medium","pending",2024-11-30,,
1661,"electricity","streetlight","Power cuts 8 times daily in Rajajinagar","Power cuts 8 times daily in Rajajinagar. Work disruption.","Rajajinagar Ward 7",1,13.0347,77.6586,"medium","resolved",2024-03-12,2024-03-13,27
1662,"water","leakage","Low water pressure in CV Raman Nagar during morning hours","Low water pressure in CV Raman Nagar during morning hours. Difficulty filling tanks.","CV Raman Nagar Ward 95",198,12.9555,77.5141,"medium","escalated",2024-02-04,,
1663,"water","pressure","Irregular water supply schedule in Electronic City","Irregular water supply schedule in Electronic City. Request for timely supply.","Electronic City Ward 120",28,12.9284,77.6402,"medium","pending",2024-05-15,,
1664,"roads","pothole","Waterlogging issue in HSR Layout during monsoon","Waterlogging issue in HSR Layout during monsoon.","HSR Layout Ward 16",69,12.9105,77.7111,"medium","pending",2024-10-01,,
1665,"electricity","billing","Voltage fluctuations damaging electronics in Kammanahalli","Voltage fluctuations damaging electronics in Kammanahalli.","Kammanahalli Ward 176",26,13.0857,77.4744,"medium","in-progress",2024-08-01,,
1666,"electricity","transformer","Street lights not working in Indiranagar for 4 days","Street lights not working in Indiranagar for 4 days. Safety concern.","Indiranagar Ward 8",106,12.9957,77.7263,"medium","resolved",2024-12-26,2024-12-28,51
1667,"electricity","streetlight","Street lights not working in Vijayanagar for 6 days","Street lights not working in Vijayanagar for 6 days. Safety concern.","Vijayanagar Ward 141",152,12.9418,77.6713,"medium","escalated",2024-06-11,,
1668,"electricity","billing","Electric pole damaged near metro station","Electric pole damaged near metro station. Needs repair.","Electronic City Ward 81",45,12.8916,77.4776,"medium","escalated",2024-01-02,,
1669,"electricity","streetlight","Electric pole damaged near park entrance","Electric pole damaged near park entrance. Needs repair.","Yelahanka Ward 172",78,12.9817,77.7418,"medium","in-progress",2024-03-19,,
1670,"roads","pothole","Waterlogging issue in Banashankari during monsoon","Waterlogging issue in Banashankari during monsoon.","Banashankari Ward 126",14,13.0343,77.7036,"medium","escalated",2024-02-20,,
1671,"roads","repair","Road surface damaged in Kammanahalli","Road surface damaged in Kammanahalli. Needs resurfacing.","Kammanahalli Ward 191",68,12.8907,77.4790,"medium","escalated",2024-06-09,,
1672,"roads","pothole","Multiple potholes on RT Nagar road","Multiple potholes on RT Nagar road. Vehicle damage risk.","RT Nagar Ward 189",66,12.8668,77.6853,"medium","in-progress",2024-04-20,,
1673,"water","pressure","Pipeline leakage near residential complex wasting water for past 3 days","Pipeline leakage near residential complex wasting water for past 3 days.","Vijayanagar Ward 135",53,13.0850,77.5789,"medium","pending",2024-06-13,,
1674,"electricity","transformer","Electric pole damaged near school","Electric pole damaged near school. Needs repair.","Kammanahalli Ward 50",83,13.1138,77.5103,"medium","escalated",2024-01-23,,
